code,date,e_price,p2,p3,p4,rand,code2
N4V20,2020-08-21,38.49,38.49,38.49,38.49,0,3111
N4V20,2020-08-24,40.06,40.06,40.06,40.06,0,3111
N4V20,2020-08-25,41.54,41.54,41.54,41.54,0,3111
N4V20,2020-08-26,42.49,42.49,42.49,42.49,0,3111
N4V20,2020-08-27,41.66,41.66,41.66,41.66,36,2964
N4V20,2020-08-28,43.62,43.62,43.62,43.62,0,2964
N4V20,2020-08-31,43.62,43.62,43.62,43.62,0,2964
N4V20,2020-09-01,43.26,43.26,43.26,43.26,18,2982
N4V20,2020-09-02,42.99,42.99,42.99,42.99,18,3000
N4V20,2020-09-03,43.62,43.62,43.62,43.62,27,3027
N4V20,2020-09-04,43.87,43.87,43.87,43.87,18,3045
N4V20,2020-09-07,42.6,42.6,42.6,42.6,0,3045
N4V20,2020-09-08,41.98,41.98,41.98,41.98,0,3045
N4V20,2020-09-09,41.95,41.95,41.95,41.95,0,3045
N4V20,2020-09-10,42.16,42.16,42.16,42.16,0,3045
N4V20,2020-09-11,42.04,42.04,42.04,42.04,0,3045
N4V20,2020-09-14,42.85,42.85,42.85,42.85,0,3045
N4V20,2020-09-15,43.64,43.64,43.64,43.64,0,3045
N4V20,2020-09-16,43.67,43.67,43.67,43.67,0,3045
N4V20,2020-09-17,43.1,43.1,43.1,43.1,0,3045
N4V20,2020-09-18,43.03,43.03,43.03,43.03,0,3045
N4V20,2020-09-21,43.5,43.5,42.75,42.75,33,3069
N4V20,2020-09-22,42.25,43.12,42.25,43.12,18,3051
N4V20,2020-09-23,43.71,43.71,43.71,43.71,0,3051
N4V20,2020-09-24,42.96,42.96,42.96,42.96,0,3051
N4V20,2020-09-25,42.92,42.92,42.92,42.92,18,3033
N4X20,2020-09-28,53.46,53.46,53.46,53.46,3,3036
N4X20,2020-09-29,53.21,53.21,53.21,53.21,0,2891
N4X20,2020-09-30,52.44,52.44,52.44,52.44,0,2891
N4X20,2020-10-01,51.36,51.36,51.36,51.36,540,3431
N4X20,2020-10-02,49.79,49.79,49.79,49.79,0,3431
N4X20,2020-10-05,50.46,50.46,50.46,50.46,270,3701
N4X20,2020-10-06,49.53,49.53,49.53,49.53,0,3701
N4X20,2020-10-07,50.21,50.21,50.21,50.21,0,3701
N4X20,2020-10-08,50.2,50.2,50.2,50.2,0,3701
N4X20,2020-10-09,49.83,49.83,49.83,49.83,0,3701
N4X20,2020-10-12,49.09,49.09,49.09,49.09,0,3701
N4X20,2020-10-13,48.51,48.51,48.51,48.51,0,3701
N4X20,2020-10-14,49.39,49.39,49.39,49.39,0,3701
N4X20,2020-10-15,49.39,49.39,49.39,49.39,0,3701
N4X20,2020-10-16,50.24,50.24,50.24,50.24,0,3701
N4X20,2020-10-19,49.44,49.44,49.44,49.44,0,3701
N4X20,2020-10-20,49.6,49.6,49.6,49.6,0,3701
N4X20,2020-10-21,48.73,48.73,48.73,48.73,0,3701
N4X20,2020-10-22,50.28,50.28,50.28,50.28,0,3701
N4X20,2020-10-23,51.02,51.02,51.02,51.02,0,3701
N4X20,2020-10-26,49.82,49.82,49.82,49.82,0,3701
N4X20,2020-10-27,49.25,49.26,49.25,49.26,3,3704
N4Z20,2020-10-28,48.71,48.71,48.71,48.71,6,3707
N4Z20,2020-10-29,48.4,48.4,48.4,48.4,0,3580
N4Z20,2020-10-30,48.03,48.03,48.03,48.03,0,3580
N4Z20,2020-11-02,46.58,46.58,46.58,46.58,0,3580
N4Z20,2020-11-03,46.56,46.56,46.56,46.56,18,3562
N4Z20,2020-11-04,46.68,46.68,46.68,46.68,0,3562
N4Z20,2020-11-05,48,48.04,48,48.04,57,3601
N4Z20,2020-11-06,46.98,46.98,46.98,46.98,0,3601
N4Z20,2020-11-09,46.91,46.91,46.91,46.91,0,3601
N4Z20,2020-11-10,46.27,46.27,46.27,46.27,0,3601
N4Z20,2020-11-11,46.53,46.53,46.53,46.53,0,3601
N4Z20,2020-11-12,46.22,46.22,46.22,46.22,0,3601
N4Z20,2020-11-13,46.41,46.41,46.41,46.41,0,3601
N4Z20,2020-11-16,47.26,47.26,47.26,47.26,18,3601
N4Z20,2020-11-17,46.1,46.1,46.1,46.1,0,3601
N4Z20,2020-11-18,45.3,45.3,45.3,45.3,0,3601
N4Z20,2020-11-19,44.3,44.3,44.3,44.3,0,3601
N4Z20,2020-11-20,43.5,43.5,43.09,43.09,39,3640
N4Z20,2020-11-23,45.27,45.27,45.27,45.27,9,3649
N4Z20,2020-11-24,46.03,46.03,46.03,46.03,36,3685
N4Z20,2020-11-25,47.31,47.31,47.31,47.31,45,3730
N4F21,2020-11-26,51.39,51.39,51.39,51.39,21,3742
N4F21,2020-11-27,52.5,52.5,52.5,52.5,9,3612
N4F21,2020-11-30,54.21,54.21,54.21,54.21,36,3648
N4F21,2020-12-01,53.64,53.64,53.64,53.64,27,3657
N4F21,2020-12-02,54.02,54.02,54.02,54.02,0,3657
N4F21,2020-12-03,53.11,53.11,53.11,53.11,0,3657
N4F21,2020-12-04,54.53,54.53,54.53,54.53,0,3657
N4F21,2020-12-07,53.97,53.97,53.97,53.97,0,3657
N4F21,2020-12-08,54.2,54.2,53.8,53.8,9,3666
N4F21,2020-12-09,54.18,54.18,54.18,54.18,0,3666
N4F21,2020-12-10,56.43,56.43,56.43,56.43,36,3684
N4F21,2020-12-11,56.45,56.45,56.45,56.45,0,3684
N4F21,2020-12-14,57.82,57.82,57.82,57.82,48,3732
N4F21,2020-12-15,59.74,59.74,59.74,59.74,108,3840
N4F21,2020-12-16,58.25,58.25,58.25,58.25,0,3840
N4F21,2020-12-17,57.52,57.52,57.52,57.52,0,3840
N4F21,2020-12-18,57.56,57.56,57.56,57.56,0,3840
N4F21,2020-12-21,59.57,59.57,59.57,59.57,0,3840
N4F21,2020-12-22,62.29,62.29,62.29,62.29,30,3870
N4G21,2020-12-23,61.97,61.97,61.97,61.97,0,3870
N4G21,2020-12-24,62.15,62.15,62.15,62.15,0,3870
N4G21,2020-12-28,62.15,62.15,62.15,62.15,0,3870
N4G21,2020-12-29,65.55,65.55,65.55,65.55,0,3870
N4G21,2020-12-30,65.19,65.19,65.19,65.19,0,3730
N4G21,2020-12-31,65.7,65.7,65.7,65.7,0,3730
N4G21,2021-01-04,67.81,67.81,67.81,67.81,0,3730
N4G21,2021-01-05,63.71,63.71,63.71,63.71,0,3730
N4G21,2021-01-06,63.51,63.51,63.51,63.51,0,3730
N4G21,2021-01-07,67.57,67.57,67.57,67.57,0,3730
N4G21,2021-01-08,70.47,70.47,70.47,70.47,5,3735
N4G21,2021-01-11,74.35,74.35,74.35,74.35,18,3753
N4G21,2021-01-12,84.99,84.99,84.99,84.99,0,3753
N4G21,2021-01-13,77.25,77.25,77.25,77.25,0,3753
N4G21,2021-01-14,74.16,74.16,74.16,74.16,0,3753
N4G21,2021-01-15,70.64,70.64,70.64,70.64,0,3753
N4G21,2021-01-18,68.2,68.2,68.2,68.2,0,3753
N4G21,2021-01-19,68.13,68.13,68.13,68.13,0,3753
N4G21,2021-01-20,66.83,66.83,66.83,66.83,0,3753
N4H21,2021-01-21,60.32,60.32,60.32,60.32,0,3753
N4H21,2021-01-22,62.89,62.89,62.89,62.89,60,3813
N4H21,2021-01-25,60.44,60.44,60.44,60.44,0,3813
N4H21,2021-01-26,59.07,59.07,59.07,59.07,0,3813
N4H21,2021-01-27,58.88,58.88,58.88,58.88,0,3813
N4H21,2021-01-28,61.65,61.65,61.65,61.65,0,3682
N4H21,2021-01-29,60.59,60.59,60.59,60.59,0,3682
N4H21,2021-02-01,56.62,56.62,56.62,56.62,0,3682
N4H21,2021-02-02,57.03,57.03,57.03,57.03,0,3682
N4H21,2021-02-03,56.86,56.86,56.86,56.86,60,3742
N4H21,2021-02-04,56.8,56.8,56.8,56.8,0,3742
N4H21,2021-02-05,58.06,58.06,58.06,58.06,0,3742
N4H21,2021-02-08,61.35,61.35,61.35,61.35,0,3742
N4H21,2021-02-09,59.54,59.54,59.54,59.54,0,3742
N4H21,2021-02-10,58.33,58.33,58.33,58.33,0,3742
N4H21,2021-02-11,55.79,55.79,55.79,55.79,0,3742
N4H21,2021-02-12,55.95,55.95,55.95,55.95,0,3742
N4H21,2021-02-15,53.54,53.54,53.54,53.54,0,3742
N4H21,2021-02-16,53.38,53.38,53.38,53.38,0,3742
N4H21,2021-02-17,52.73,52.73,52.73,52.73,0,3742
N4H21,2021-02-18,54.26,54.26,54.26,54.26,0,3742
N4H21,2021-02-19,53.1,53.1,53.1,53.1,0,3742
N4H21,2021-02-22,51.82,51.82,51.82,51.82,120,3742
N4H21,2021-02-23,52.1,52.44,52.1,52.44,39,3713
N4J21,2021-02-24,52.38,52.38,52.38,52.38,125,3713
N4J21,2021-02-25,51.7,51.7,51.7,51.7,1065,3588
N4J21,2021-02-26,51.29,51.29,51.29,51.29,0,3588
N4J21,2021-03-01,51.6,51.6,51.6,51.6,0,3588
N4J21,2021-03-02,51.8,51.8,51.8,51.8,0,3588
N4J21,2021-03-03,50.43,50.43,50.43,50.43,0,3588
N4J21,2021-03-04,51.08,51.08,51.08,51.08,0,3588
N4J21,2021-03-05,52.56,52.56,52.56,52.56,0,3588
N4J21,2021-03-08,51.89,51.89,51.89,51.89,0,3588
N4J21,2021-03-09,53.77,53.77,53.77,53.77,0,3588
N4J21,2021-03-10,55.88,55.88,55.88,55.88,60,3648
N4J21,2021-03-11,56.89,56.89,56.89,56.89,0,3648
N4J21,2021-03-12,57.72,57.72,57.72,57.72,0,3648
N4J21,2021-03-15,56.45,56.45,56.45,56.45,0,3648
N4J21,2021-03-16,55.01,55.01,55.01,55.01,18,3630
N4J21,2021-03-17,56.26,56.26,56.26,56.26,0,3630
N4J21,2021-03-18,55.49,55.49,55.49,55.49,0,3630
N4J21,2021-03-19,54.6,54.6,54.6,54.6,0,3630
N4J21,2021-03-22,56.33,56.33,56.33,56.33,0,3630
N4J21,2021-03-23,56.38,56.38,56.38,56.38,0,3630
N4J21,2021-03-24,56,56.78,56,56.78,18,3612
N4J21,2021-03-25,56.21,56.21,56.21,56.21,0,3612
N4J21,2021-03-26,57.21,57.21,57.21,57.21,0,3612
N4K21,2021-03-29,54.56,54.56,54.56,54.56,9,3603
N4K21,2021-03-30,55.3,55.3,55.3,55.3,0,3518
N4K21,2021-03-31,55.97,55.97,55.97,55.97,0,3518
N4K21,2021-04-01,56.22,56.22,56.22,56.22,0,3518
N4K21,2021-04-05,56.22,56.22,56.22,56.22,0,3518
N4K21,2021-04-06,57.73,57.73,57.73,57.73,0,3518
N4K21,2021-04-07,57.29,57.29,57.29,57.29,0,3518
N4K21,2021-04-08,56.8,56.8,56.8,56.8,0,3518
N4K21,2021-04-09,56.64,56.64,56.64,56.64,0,3518
N4K21,2021-04-12,58.72,58.72,58.72,58.72,0,3518
N4K21,2021-04-13,58.32,58.32,58.32,58.32,0,3518
N4K21,2021-04-14,58.66,58.66,58.66,58.66,0,3518
N4K21,2021-04-15,59.64,59.64,59.64,59.64,60,3518
N4K21,2021-04-16,60.67,60.67,60.67,60.67,60,3518
N4K21,2021-04-19,61.6,61.6,61.6,61.6,0,3518
N4K21,2021-04-20,61,62.02,61,62.02,27,3491
N4K21,2021-04-21,62.5,62.5,62.5,62.5,0,3491
N4M21,2021-04-22,64.86,64.86,64.86,64.86,0,3491
N4M21,2021-04-23,62.61,62.61,62.61,62.61,0,3491
N4M21,2021-04-26,64.05,64.05,64.05,64.05,0,3491
N4M21,2021-04-27,66.63,66.63,66.63,66.63,0,3491
N4M21,2021-04-28,66.24,66.24,66.24,66.24,0,3491
N4M21,2021-04-29,68.15,68.15,68.15,68.15,0,3406
N4M21,2021-04-30,69.68,69.68,69.68,69.68,270,3676
N4M21,2021-05-03,69.68,69.68,69.68,69.68,0,3676
N4M21,2021-05-04,68.63,68.63,68.63,68.63,0,3676
N4M21,2021-05-05,69.13,69.13,69.13,69.13,0,3676
N4M21,2021-05-06,69.81,69.81,69.81,69.81,90,3766
N4M21,2021-05-07,69.62,69.62,69.62,69.62,90,3766
N4M21,2021-05-10,71.78,71.78,71.78,71.78,0,3766
N4M21,2021-05-11,72.81,72.81,72.81,72.81,0,3766
N4M21,2021-05-12,74.85,74.85,74.85,74.85,0,3766
N4M21,2021-05-13,75.48,75.48,75.48,75.48,0,3766
N4M21,2021-05-14,77.85,77.85,77.85,77.85,0,3766
N4M21,2021-05-17,76.49,76.49,76.49,76.49,0,3766
N4M21,2021-05-18,74,74,74,74,0,3766
N4M21,2021-05-19,70.18,70.18,70.18,70.18,27,3766
N4N21,2021-05-20,72.6,72.6,72.6,72.6,0,3766
N4N21,2021-05-21,73.22,73.22,73.22,73.22,0,3766
N4N21,2021-05-24,74.18,74.18,74.18,74.18,0,3766
N4N21,2021-05-25,76.61,76.61,76.61,76.61,0,3766
N4N21,2021-05-26,77.48,77.48,77.48,77.48,0,3766
N4N21,2021-05-27,74.35,74.35,74.35,74.35,0,3654
N4N21,2021-05-28,73.94,73.94,73.94,73.94,0,3654
N4N21,2021-05-31,73.94,73.94,73.94,73.94,0,3654
N4N21,2021-06-01,75.49,75.49,75.49,75.49,0,3654
N4N21,2021-06-02,73.68,73.68,73.68,73.68,0,3654
N4N21,2021-06-03,73.44,73.44,73.44,73.44,0,3654
N4N21,2021-06-04,73.25,73.25,73.25,73.25,0,3654
N4N21,2021-06-07,74.24,74.24,74.24,74.24,60,3594
N4N21,2021-06-08,76.06,76.06,76.06,76.06,12,3606
N4N21,2021-06-09,76.63,76.63,76.63,76.63,0,3606
N4N21,2021-06-10,76.64,76.64,76.64,76.64,0,3606
N4N21,2021-06-11,74.75,74.75,74.75,74.75,0,3606
N4N21,2021-06-14,77.44,77.44,77.44,77.44,0,3606
N4N21,2021-06-15,75.68,75.68,75.68,75.68,0,3606
N4N21,2021-06-16,75.6,75.6,75.6,75.6,0,3606
N4N21,2021-06-17,75.68,75.68,75.68,75.68,60,3606
N4N21,2021-06-18,77.66,77.66,77.66,77.66,87,3606
N4Q21,2021-06-21,78.26,78.26,78.26,78.26,0,3606
N4Q21,2021-06-22,79.52,79.52,79.52,79.52,6,3612
N4Q21,2021-06-23,81.98,81.98,81.98,81.98,0,3612
N4Q21,2021-06-24,83.33,83.33,83.33,83.33,0,3612
N4Q21,2021-06-25,84.25,84.25,84.25,84.25,0,3612
N4Q21,2021-06-28,84.26,84.26,84.26,84.26,0,3612
N4Q21,2021-06-29,86.59,86.59,86.59,86.59,0,3500
N4Q21,2021-06-30,88.82,88.82,88.82,88.82,0,3500
N4Q21,2021-07-01,90.89,90.89,90.89,90.89,0,3500
N4Q21,2021-07-02,91.01,91.01,91.01,91.01,0,3500
N4Q21,2021-07-05,93.44,93.44,93.44,93.44,0,3500
N4Q21,2021-07-06,85.36,85.36,85.36,85.36,0,3500
N4Q21,2021-07-07,83.05,83.05,83.05,83.05,0,3500
N4Q21,2021-07-08,85.29,85.29,85.29,85.29,0,3500
N4Q21,2021-07-09,90.54,90.54,90.54,90.54,0,3500
N4Q21,2021-07-12,86.42,86.42,86.42,86.42,0,3500
N4Q21,2021-07-13,87.85,87.85,87.85,87.85,0,3500
N4Q21,2021-07-14,86.31,86.31,86.31,86.31,0,3500
N4Q21,2021-07-15,85.36,85.36,85.36,85.36,0,3500
N4Q21,2021-07-16,87.63,87.63,87.63,87.63,0,3500
N4Q21,2021-07-19,89.8,89.8,89.8,89.8,0,3500
N4Q21,2021-07-20,88.56,88.56,88.56,88.56,0,3500
N4Q21,2021-07-21,89.91,89.91,89.91,89.91,0,3500
N4Q21,2021-07-22,89.85,89.85,89.85,89.85,0,3500
N4U21,2021-07-23,90.2,90.2,90.2,90.2,27,3500
N4U21,2021-07-26,93.2,93.2,93.2,93.2,6,3506
N4U21,2021-07-27,94.5,94.5,94.5,94.5,0,3506
N4U21,2021-07-28,98.69,98.69,98.69,98.69,0,3506
N4U21,2021-07-29,101.55,101.55,101.55,101.55,6,3400
N4U21,2021-07-30,101.55,101.55,101.55,101.55,6,3400
N4U21,2021-08-02,103.85,103.85,103.85,103.85,0,3400
N4U21,2021-08-03,102.33,102.33,102.33,102.33,0,3400
N4U21,2021-08-04,103.54,103.54,103.54,103.54,0,3400
N4U21,2021-08-05,105.28,105.28,105.28,105.28,0,3400
N4U21,2021-08-06,104.88,104.88,104.88,104.88,60,3370
N4U21,2021-08-09,105.26,105.26,105.26,105.26,450,2920
N4U21,2021-08-10,107.02,107.02,107.02,107.02,0,2920
N4U21,2021-08-11,109.5,109.5,109.5,109.5,0,2920
N4U21,2021-08-12,109.3,109.3,109.3,109.3,0,2920
N4U21,2021-08-13,107.36,107.36,107.36,107.36,0,2920
N4U21,2021-08-16,112.75,112.75,112.75,112.75,6,2926
N4U21,2021-08-17,111.25,111.25,111.25,111.25,6,2926
N4U21,2021-08-18,107,107,107,107,0,2926
N4U21,2021-08-19,99.3,99.3,99.3,99.3,54,2926
N4U21,2021-08-20,103,103,103,103,54,2926
N4V21,2021-08-23,106.21,106.21,106.21,106.21,27,2926
N4V21,2021-08-24,111.48,111.48,111.48,111.48,60,2926
N4V21,2021-08-25,111.69,111.69,111.69,111.69,0,2926
N4V21,2021-08-26,112.78,112.78,112.78,112.78,0,2926
N4V21,2021-08-27,116.79,116.79,116.79,116.79,0,2814
N4V21,2021-08-30,116.79,116.79,116.79,116.79,0,2814
N4V21,2021-08-31,121.58,121.58,121.58,121.58,0,2814
N4V21,2021-09-01,120.09,120.09,120.09,120.09,0,2814
N4V21,2021-09-02,124.33,124.33,124.33,124.33,0,2814
N4V21,2021-09-03,123.97,123.97,123.97,123.97,0,2814
N4V21,2021-09-06,126.41,126.41,126.41,126.41,0,2814
N4V21,2021-09-07,128.44,128.44,128.44,128.44,0,2814
N4V21,2021-09-08,131.89,131.89,131.89,131.89,0,2814
N4V21,2021-09-09,133.73,133.73,133.73,133.73,0,2814
N4V21,2021-09-10,136.43,136.43,136.43,136.43,0,2814
N4V21,2021-09-13,146.09,146.09,146.09,146.09,0,2814
N4V21,2021-09-14,158.81,158.81,158.81,158.81,0,2814
N4V21,2021-09-15,180.95,180.95,180.95,180.95,18,2832
N4V21,2021-09-16,159.43,159.43,159.43,159.43,0,2832
N4V21,2021-09-17,163.59,163.59,163.59,163.59,18,2832
N4V21,2021-09-20,176.47,176.47,176.47,176.47,0,2832
N4X21,2021-09-21,187.95,187.95,187.95,187.95,0,2832
N4X21,2021-09-22,191.7,191.7,191.7,191.7,12,2844
N4X21,2021-09-23,191.5,191.5,191.5,191.5,18,2862
N4X21,2021-09-24,199.3,199.3,199.3,199.3,30,2862
N4X21,2021-09-27,212.67,212.67,212.67,212.67,0,2862
N4X21,2021-09-28,222.04,222.04,222.04,222.04,0,2862
N4X21,2021-09-29,239.63,239.63,239.63,239.63,48,2852
N4X21,2021-09-30,242.73,242.73,242.73,242.73,0,2852
N4X21,2021-10-01,244.48,244.48,244.48,244.48,78,2852
N4X21,2021-10-04,248.04,248.04,248.04,248.04,0,2852
N4X21,2021-10-05,283.96,283.96,283.96,283.96,0,2852
N4X21,2021-10-06,264.89,264.89,264.89,264.89,0,2852
N4X21,2021-10-07,251.7,251.7,251.7,251.7,0,2852
N4X21,2021-10-08,230.03,230.03,230.03,230.03,213,2987
N4X21,2021-10-11,228.98,228.98,228.98,228.98,15,3002
N4X21,2021-10-12,230.23,230.23,230.23,230.23,0,3002
N4X21,2021-10-13,240.59,240.59,240.59,240.59,0,3002
N4X21,2021-10-14,255.73,255.73,255.73,255.73,0,3002
N4X21,2021-10-15,242.82,242.82,242.82,242.82,93,3002
N4X21,2021-10-18,233.4,233.4,233.4,233.4,0,3002
N4X21,2021-10-19,212.74,212.74,212.74,212.74,0,3002
N4X21,2021-10-20,221.27,221.27,221.27,221.27,0,3002
N4Z21,2021-10-21,217.82,217.82,217.82,217.82,0,3002
N4Z21,2021-10-22,216.38,216.38,216.38,216.38,93,3002
N4Z21,2021-10-25,222.45,222.45,222.45,222.45,0,3002
N4Z21,2021-10-26,220.82,220.82,220.82,220.82,0,3002
N4Z21,2021-10-27,215.06,215.06,215.06,215.06,0,3002
N4Z21,2021-10-28,198.27,198.27,198.27,198.27,0,2944
N4Z21,2021-10-29,174.81,174.81,174.81,174.81,93,2944
N4Z21,2021-11-01,171.8,171.8,171.8,171.8,0,2944
N4Z21,2021-11-02,175.65,175.65,175.65,175.65,0,2944
N4Z21,2021-11-03,189,189,189,189,0,2944
N4Z21,2021-11-04,179.29,179.29,179.29,179.29,0,2944
N4Z21,2021-11-05,181.29,181.29,181.29,181.29,93,2944
N4Z21,2021-11-08,188.48,188.48,188.48,188.48,0,2944
N4Z21,2021-11-09,177.95,177.95,177.95,177.95,0,2944
N4Z21,2021-11-10,177.79,177.79,177.79,177.79,0,2944
N4Z21,2021-11-11,184.02,184.02,184.02,184.02,0,2944
N4Z21,2021-11-12,184.52,184.52,184.52,184.52,93,2944
N4Z21,2021-11-15,196.02,196.02,196.02,196.02,0,2944
N4Z21,2021-11-16,225.48,225.48,225.48,225.48,0,2944
N4Z21,2021-11-17,230.3,230.3,230.3,230.3,0,2944
N4Z21,2021-11-18,232.68,232.68,232.68,232.68,30,2959
N4Z21,2021-11-19,223.78,223.78,223.78,223.78,108,2959
N4F22,2021-11-22,245.93,245.93,245.93,245.93,0,2959
N4F22,2021-11-23,256.96,256.96,256.96,256.96,0,2959
N4F22,2021-11-24,268.7,268.7,268.7,268.7,0,2959
N4F22,2021-11-25,287.1,287.1,287.1,287.1,0,2959
N4F22,2021-11-26,287.98,287.98,287.98,287.98,108,2959
N4F22,2021-11-29,296.08,296.08,296.08,296.08,0,2901
N4F22,2021-11-30,297.76,297.76,297.76,297.76,0,2901
N4F22,2021-12-01,303.01,303.01,303.01,303.01,0,2901
N4F22,2021-12-02,303.98,303.98,303.98,303.98,0,2901
N4F22,2021-12-03,295.78,295.78,295.78,295.78,360,3261
N4F22,2021-12-06,300.91,300.91,300.91,300.91,30,3291
N4F22,2021-12-07,313.66,313.66,313.66,313.66,0,3291
N4F22,2021-12-08,330.08,330.08,330.08,330.08,450,3741
N4F22,2021-12-09,324.53,324.53,324.53,324.53,0,3741
N4F22,2021-12-10,329.64,329.64,329.64,329.64,516,3777
N4F22,2021-12-13,351.55,351.55,351.55,351.55,0,3777
N4F22,2021-12-14,352.71,352.71,352.71,352.71,54,3831
N4F22,2021-12-15,357.89,357.89,357.89,357.89,18,3849
N4F22,2021-12-16,481.24,481.24,481.24,481.24,0,3849
N4F22,2021-12-17,465.31,465.31,465.31,465.31,504,3849
N4F22,2021-12-20,490.28,490.28,490.28,490.28,0,3849
N4F22,2021-12-21,549.57,549.57,549.57,549.57,0,3849
N4F22,2021-12-22,537.55,537.55,537.55,537.55,6,3849
N4G22,2021-12-23,486.99,486.99,486.99,486.99,0,3849
N4G22,2021-12-24,450.9,450.9,450.9,450.9,510,3849
N4G22,2021-12-27,450.9,450.9,450.9,450.9,0,3849
N4G22,2021-12-28,450.9,450.9,450.9,450.9,0,3849
N4G22,2021-12-29,347.42,347.42,347.42,347.42,0,3849
N4G22,2021-12-30,309.93,309.93,309.93,309.93,0,3736
N4G22,2021-12-31,268.49,268.49,268.49,268.49,510,3736
N4G22,2022-01-03,268.49,268.49,268.49,268.49,0,3736
N4G22,2022-01-04,276.45,276.45,276.45,276.45,510,3736
N4G22,2022-01-05,285.5,285.5,285.5,285.5,0,3736
N4G22,2022-01-06,281.52,281.52,281.52,281.52,0,3736
N4G22,2022-01-07,246.5,246.5,246.5,246.5,618,3736
N4G22,2022-01-10,236.75,236.75,236.75,236.75,0,3736
N4G22,2022-01-11,208.85,208.85,208.85,208.85,720,3736
N4G22,2022-01-12,193.61,193.61,193.61,193.61,0,3736
N4G22,2022-01-13,200.21,200.21,200.21,200.21,0,3736
N4G22,2022-01-14,218.16,218.16,218.16,218.16,1230,3736
N4G22,2022-01-17,200.42,200.42,200.42,200.42,150,3886
N4G22,2022-01-18,202.15,202.15,202.15,202.15,90,3958
N4G22,2022-01-19,196.39,196.39,196.39,196.39,18,3940
N4H22,2022-01-20,176.84,176.84,176.84,176.84,0,3940
N4H22,2022-01-21,183.92,183.92,183.92,183.92,228,3940
N4H22,2022-01-24,208.19,208.19,208.19,208.19,0,3940
N4H22,2022-01-25,211.83,211.83,211.83,211.83,360,4120
N4H22,2022-01-26,206.94,206.94,206.94,206.94,306,4336
N4H22,2022-01-27,207.76,207.76,207.76,207.76,0,4336
N4H22,2022-01-28,207.64,207.64,207.64,207.64,406,4233
N4H22,2022-01-31,191.24,191.24,191.24,191.24,0,4233
N4H22,2022-02-01,173.35,173.35,173.35,173.35,42,4275
N4H22,2022-02-02,177.33,177.33,177.33,177.33,24,4293
N4H22,2022-02-03,179,179,179,179,90,4293
N4H22,2022-02-04,185.42,185.42,185.42,185.42,156,4293
N4H22,2022-02-07,179.17,179.17,179.17,179.17,0,4293
N4H22,2022-02-08,176.34,176.34,176.34,176.34,210,4083
N4H22,2022-02-09,170.98,170.98,170.98,170.98,42,4071
N4H22,2022-02-10,169.19,169.19,169.19,169.19,0,4071
N4H22,2022-02-11,173.38,173.38,173.38,173.38,330,4071
N4H22,2022-02-14,179.47,179.47,179.47,179.47,30,4101
N4H22,2022-02-15,160.39,160.39,160.39,160.39,0,4101
N4H22,2022-02-16,161.2,161.2,161.2,161.2,0,4101
N4J22,2022-02-17,169.12,169.12,169.12,169.12,0,4101
N4J22,2022-02-18,170.65,170.65,170.65,170.65,150,4101
N4J22,2022-02-21,169.66,169.66,169.66,169.66,12,4113
N4J22,2022-02-22,181.33,181.33,181.33,181.33,0,4113
N4J22,2022-02-23,198.82,198.82,198.82,198.82,0,4113
N4J22,2022-02-24,255.18,255.18,255.18,255.18,0,4113
N4J22,2022-02-25,199.55,199.55,199.55,199.55,150,3990
N4J22,2022-02-28,211.09,211.09,211.09,211.09,0,3990
N4J22,2022-03-01,249.76,249.76,249.76,249.76,0,3990
N4J22,2022-03-02,323.33,323.33,323.33,323.33,0,3990
N4J22,2022-03-03,300.39,300.39,300.39,300.39,0,3990
N4J22,2022-03-04,369.98,369.98,369.98,369.98,0,3990
N4J22,2022-03-07,407.71,407.71,407.71,407.71,0,3990
N4J22,2022-03-08,395.52,395.52,395.52,395.52,0,3990
N4J22,2022-03-09,302.33,302.33,302.33,302.33,0,3990
N4J22,2022-03-10,258.91,258.91,258.91,258.91,15,4005
N4J22,2022-03-11,270.24,270.24,270.24,270.24,180,4005
N4J22,2022-03-14,239.34,239.34,239.34,239.34,0,4005
N4J22,2022-03-15,240.89,240.89,240.89,240.89,0,4005
N4J22,2022-03-16,219.12,219.12,219.12,219.12,90,4095
N4J22,2022-03-17,226.08,226.08,226.08,226.08,24,4107
N4J22,2022-03-18,221.89,221.89,221.89,221.89,216,4119
N4J22,2022-03-21,218.93,218.93,218.93,218.93,36,4155
N4J22,2022-03-22,212.74,212.74,212.74,212.74,60,4200
N4J22,2022-03-23,236.41,236.41,236.41,236.41,0,4200
N4J22,2022-03-24,228.88,228.88,228.88,228.88,216,4290
N4J22,2022-03-25,210.13,210.13,210.13,210.13,372,4320
N4J22,2022-03-28,220.4,220.4,220.4,220.4,60,4380
N4K22,2022-03-29,228.92,228.92,228.92,228.92,144,4434
N4K22,2022-03-30,242.88,242.88,242.88,242.88,0,4084
N4K22,2022-03-31,249.71,249.71,249.71,249.71,0,4084
